class_counts,image,mask,pair_id,presence_vector
"{""0"": 10082948, ""3"": 1271288, ""5"": 645764}",val-org-img/12592.jpg,val-label-img/12592_lab.png,12592,"[3, 5]"
"{""0"": 9234753, ""5"": 1472616, ""7"": 1292631}",val-org-img/12596.jpg,val-label-img/12596_lab.png,12596,"[5, 7]"
"{""0"": 7878607, ""1"": 1593364, ""2"": 1003774, ""7"": 1524255}",val-org-img/12608.jpg,val-label-img/12608_lab.png,12608,"[1, 2, 7]"
"{""0"": 739333, ""1"": 11260667}",val-org-img/12639.jpg,val-label-img/12639_lab.png,12639,[1]
"{""0"": 11747433, ""1"": 252567}",val-org-img/12645.jpg,val-label-img/12645_lab.png,12645,[1]
"{""0"": 9978816, ""4"": 370613, ""5"": 1112389, ""8"": 466403, ""9"": 71779}",val-org-img/12652.jpg,val-label-img/12652_lab.png,12652,"[4, 5, 8, 9]"
"{""0"": 6849373, ""2"": 75225, ""3"": 1530676, ""4"": 719396, ""6"": 50652, ""7"": 1034925, ""9"": 1739753}",val-org-img/12658.jpg,val-label-img/12658_lab.png,12658,"[2, 3, 4, 6, 7, 9]"
"{""9"": 12000000}",val-org-img/12667.jpg,val-label-img/12667_lab.png,12667,[9]
"{""0"": 2030583, ""2"": 355029, ""3"": 260981, ""7"": 647958, ""8"": 126020, ""9"": 8579429}",val-org-img/12673.jpg,val-label-img/12673_lab.png,12673,"[2, 3, 7, 8, 9]"
"{""1"": 12000000}",val-org-img/12694.jpg,val-label-img/12694_lab.png,12694,[1]
"{""1"": 12000000}",val-org-img/12695.jpg,val-label-img/12695_lab.png,12695,[1]
"{""0"": 10416, ""1"": 1915909, ""9"": 10073675}",val-org-img/12722.jpg,val-label-img/12722_lab.png,12722,"[1, 9]"
"{""0"": 6390106, ""2"": 291111, ""3"": 547827, ""4"": 1194789, ""6"": 64387, ""8"": 865683, ""9"": 2646097}",val-org-img/12727.jpg,val-label-img/12727_lab.png,12727,"[2, 3, 4, 6, 8, 9]"
"{""0"": 9358999, ""4"": 503334, ""6"": 35771, ""7"": 2101896}",val-org-img/12733.jpg,val-label-img/12733_lab.png,12733,"[4, 6, 7]"
"{""0"": 11566154, ""1"": 433846}",val-org-img/12741.jpg,val-label-img/12741_lab.png,12741,[1]
"{""1"": 12000000}",val-org-img/12746.jpg,val-label-img/12746_lab.png,12746,[1]
"{""9"": 12000000}",val-org-img/12800.jpg,val-label-img/12800_lab.png,12800,[9]
"{""0"": 1847600, ""9"": 10152400}",val-org-img/12806.jpg,val-label-img/12806_lab.png,12806,[9]
"{""0"": 7609963, ""2"": 1623380, ""3"": 343893, ""4"": 546208, ""6"": 132662, ""7"": 1743894}",val-org-img/12810.jpg,val-label-img/12810_lab.png,12810,"[2, 3, 4, 6, 7]"
"{""0"": 3533937, ""1"": 8466063}",val-org-img/12830.jpg,val-label-img/12830_lab.png,12830,[1]
"{""0"": 3173156, ""9"": 8826844}",val-org-img/12857.jpg,val-label-img/12857_lab.png,12857,[9]
"{""0"": 7117336, ""2"": 384928, ""9"": 4497736}",val-org-img/12887.jpg,val-label-img/12887_lab.png,12887,"[2, 9]"
"{""0"": 9752259, ""3"": 151660, ""4"": 291880, ""5"": 837749, ""8"": 966452}",val-org-img/12898.jpg,val-label-img/12898_lab.png,12898,"[3, 4, 5, 8]"
"{""0"": 12000000}",val-org-img/12915.jpg,val-label-img/12915_lab.png,12915,[]
"{""0"": 11029714, ""4"": 683788, ""5"": 286498}",val-org-img/12917.jpg,val-label-img/12917_lab.png,12917,"[4, 5]"
"{""0"": 9854232, ""2"": 18914, ""3"": 1117953, ""8"": 1008901}",val-org-img/12924.jpg,val-label-img/12924_lab.png,12924,"[2, 3, 8]"
"{""0"": 3977258, ""2"": 618202, ""3"": 850943, ""4"": 974879, ""7"": 1255454, ""9"": 4323264}",val-org-img/12931.jpg,val-label-img/12931_lab.png,12931,"[2, 3, 4, 7, 9]"
"{""0"": 2973321, ""2"": 1258244, ""3"": 306762, ""4"": 337404, ""6"": 188474, ""7"": 988709, ""9"": 5947086}",val-org-img/12932.jpg,val-label-img/12932_lab.png,12932,"[2, 3, 4, 6, 7, 9]"
"{""0"": 5162666, ""3"": 473039, ""4"": 3027912, ""6"": 217880, ""7"": 3118503}",val-org-img/12950.jpg,val-label-img/12950_lab.png,12950,"[3, 4, 6, 7]"
"{""0"": 9938580, ""3"": 1062879, ""8"": 998541}",val-org-img/12954.jpg,val-label-img/12954_lab.png,12954,"[3, 8]"
"{""0"": 8980971, ""3"": 284852, ""4"": 1770826, ""5"": 625110, ""8"": 338241}",val-org-img/12960.jpg,val-label-img/12960_lab.png,12960,"[3, 4, 5, 8]"
"{""0"": 10064210, ""3"": 1935790}",val-org-img/12961.jpg,val-label-img/12961_lab.png,12961,[3]
"{""0"": 12000000}",val-org-img/12974.jpg,val-label-img/12974_lab.png,12974,[]
"{""0"": 552874, ""7"": 476066, ""9"": 10971060}",val-org-img/12998.jpg,val-label-img/12998_lab.png,12998,"[7, 9]"
"{""0"": 7537303, ""2"": 680550, ""3"": 1343768, ""5"": 230931, ""6"": 130953, ""7"": 1855440, ""10"": 221055}",val-org-img/13013.jpg,val-label-img/13013_lab.png,13013,"[2, 3, 5, 6, 7, 10]"
"{""0"": 9021413, ""2"": 221485, ""3"": 48511, ""6"": 67973, ""7"": 2640618}",val-org-img/13027.jpg,val-label-img/13027_lab.png,13027,"[2, 3, 6, 7]"
"{""0"": 8400573, ""3"": 1288142, ""5"": 205485, ""7"": 2105800}",val-org-img/13031.jpg,val-label-img/13031_lab.png,13031,"[3, 5, 7]"
"{""9"": 12000000}",val-org-img/13040.jpg,val-label-img/13040_lab.png,13040,[9]
"{""0"": 7101880, ""1"": 3492766, ""6"": 31970, ""7"": 637350, ""9"": 736034}",val-org-img/13045.jpg,val-label-img/13045_lab.png,13045,"[1, 6, 7, 9]"
"{""0"": 5900449, ""1"": 1647446, ""4"": 206363, ""6"": 22518, ""7"": 4223224}",val-org-img/13048.jpg,val-label-img/13048_lab.png,13048,"[1, 4, 6, 7]"
"{""0"": 5501942, ""1"": 253420, ""2"": 36642, ""3"": 89996, ""4"": 846119, ""5"": 166195, ""6"": 54040, ""7"": 2648867, ""8"": 2402779}",val-org-img/13049.jpg,val-label-img/13049_lab.png,13049,"[1, 2, 3, 4, 5, 6, 7, 8]"
"{""0"": 6256691, ""1"": 1, ""2"": 272243, ""3"": 998235, ""4"": 301875, ""9"": 4047052, ""10"": 123903}",val-org-img/13082.jpg,val-label-img/13082_lab.png,13082,"[1, 2, 3, 4, 9, 10]"
"{""0"": 6443539, ""2"": 1414649, ""3"": 888522, ""5"": 195253, ""6"": 123774, ""7"": 2867466, ""10"": 66797}",val-org-img/13085.jpg,val-label-img/13085_lab.png,13085,"[2, 3, 5, 6, 7, 10]"
"{""0"": 5456227, ""1"": 1258644, ""3"": 510900, ""6"": 18456, ""7"": 491516, ""9"": 4264257}",val-org-img/13103.jpg,val-label-img/13103_lab.png,13103,"[1, 3, 6, 7, 9]"
"{""0"": 1524461, ""1"": 73550, ""2"": 159495, ""3"": 272104, ""6"": 20640, ""7"": 1360010, ""9"": 8589740}",val-org-img/13108.jpg,val-label-img/13108_lab.png,13108,"[1, 2, 3, 6, 7, 9]"
"{""0"": 5513650, ""2"": 1821166, ""3"": 638247, ""6"": 58570, ""7"": 1939562, ""9"": 2028805}",val-org-img/13128.jpg,val-label-img/13128_lab.png,13128,"[2, 3, 6, 7, 9]"
"{""0"": 1846067, ""1"": 5222142, ""9"": 4931791}",val-org-img/13155.jpg,val-label-img/13155_lab.png,13155,"[1, 9]"
"{""0"": 10580171, ""1"": 196782, ""4"": 82498, ""7"": 139502, ""9"": 1001047}",val-org-img/13158.jpg,val-label-img/13158_lab.png,13158,"[1, 4, 7, 9]"
"{""9"": 12000000}",val-org-img/13174.jpg,val-label-img/13174_lab.png,13174,[9]
"{""9"": 12000000}",val-org-img/13175.jpg,val-label-img/13175_lab.png,13175,[9]
"{""0"": 744796, ""9"": 11255204}",val-org-img/13180.jpg,val-label-img/13180_lab.png,13180,[9]
"{""0"": 4496624, ""2"": 417160, ""6"": 73299, ""7"": 800643, ""9"": 6212274}",val-org-img/13200.jpg,val-label-img/13200_lab.png,13200,"[2, 6, 7, 9]"
"{""0"": 2564030, ""3"": 434443, ""7"": 878796, ""9"": 8122731}",val-org-img/13210.jpg,val-label-img/13210_lab.png,13210,"[3, 7, 9]"
"{""0"": 3182335, ""2"": 480288, ""7"": 860074, ""9"": 7477303}",val-org-img/13211.jpg,val-label-img/13211_lab.png,13211,"[2, 7, 9]"
"{""0"": 1181853, ""2"": 648033, ""9"": 10170114}",val-org-img/13228.jpg,val-label-img/13228_lab.png,13228,"[2, 9]"
"{""0"": 4996909, ""1"": 7003091}",val-org-img/13251.jpg,val-label-img/13251_lab.png,13251,[1]
"{""0"": 6179221, ""1"": 5612546, ""4"": 208233}",val-org-img/13258.jpg,val-label-img/13258_lab.png,13258,"[1, 4]"
"{""0"": 3850183, ""1"": 8149817}",val-org-img/13261.jpg,val-label-img/13261_lab.png,13261,[1]
"{""0"": 5446001, ""1"": 6553999}",val-org-img/13262.jpg,val-label-img/13262_lab.png,13262,[1]
"{""0"": 6954958, ""1"": 3186501, ""4"": 1858541}",val-org-img/13264.jpg,val-label-img/13264_lab.png,13264,"[1, 4]"
"{""0"": 7363301, ""1"": 1676165, ""4"": 2908885, ""7"": 51649}",val-org-img/13265.jpg,val-label-img/13265_lab.png,13265,"[1, 4, 7]"
"{""0"": 8334205, ""1"": 665956, ""4"": 2440170, ""5"": 198370, ""7"": 361299}",val-org-img/13266.jpg,val-label-img/13266_lab.png,13266,"[1, 4, 5, 7]"
"{""0"": 11780283, ""7"": 219717}",val-org-img/13311.jpg,val-label-img/13311_lab.png,13311,[7]
"{""0"": 7471602, ""4"": 2570791, ""5"": 226703, ""7"": 1730904}",val-org-img/13316.jpg,val-label-img/13316_lab.png,13316,"[4, 5, 7]"
"{""0"": 10552584, ""1"": 1447416}",val-org-img/13321.jpg,val-label-img/13321_lab.png,13321,[1]
"{""0"": 8179738, ""1"": 3820262}",val-org-img/13323.jpg,val-label-img/13323_lab.png,13323,[1]
"{""0"": 1234716, ""1"": 10765284}",val-org-img/13328.jpg,val-label-img/13328_lab.png,13328,[1]
"{""0"": 1914867, ""1"": 10085133}",val-org-img/13329.jpg,val-label-img/13329_lab.png,13329,[1]
"{""0"": 4541195, ""1"": 7458805}",val-org-img/13331.jpg,val-label-img/13331_lab.png,13331,[1]
"{""0"": 7490739, ""1"": 4509261}",val-org-img/13333.jpg,val-label-img/13333_lab.png,13333,[1]
"{""0"": 11008350, ""3"": 458380, ""7"": 533270}",val-org-img/13338.jpg,val-label-img/13338_lab.png,13338,"[3, 7]"
"{""0"": 10339503, ""1"": 1660497}",val-org-img/13350.jpg,val-label-img/13350_lab.png,13350,[1]
"{""0"": 3837406, ""3"": 298074, ""5"": 210438, ""9"": 7654082}",val-org-img/13358.jpg,val-label-img/13358_lab.png,13358,"[3, 5, 9]"
"{""0"": 1677815, ""1"": 10322185}",val-org-img/13388.jpg,val-label-img/13388_lab.png,13388,[1]
"{""0"": 6928981, ""1"": 5071019}",val-org-img/13392.jpg,val-label-img/13392_lab.png,13392,[1]
"{""0"": 9340198, ""3"": 338640, ""4"": 883023, ""5"": 291041, ""7"": 1147098}",val-org-img/13401.jpg,val-label-img/13401_lab.png,13401,"[3, 4, 5, 7]"
"{""0"": 2735248, ""1"": 3568495, ""4"": 261704, ""7"": 956811, ""9"": 4477742}",val-org-img/13418.jpg,val-label-img/13418_lab.png,13418,"[1, 4, 7, 9]"
"{""0"": 1905553, ""1"": 2389238, ""2"": 200300, ""7"": 884309, ""9"": 6620600}",val-org-img/13423.jpg,val-label-img/13423_lab.png,13423,"[1, 2, 7, 9]"
"{""0"": 2304253, ""1"": 630355, ""2"": 242207, ""4"": 332670, ""7"": 1969665, ""9"": 6520850}",val-org-img/13427.jpg,val-label-img/13427_lab.png,13427,"[1, 2, 4, 7, 9]"
"{""0"": 2372672, ""1"": 1252610, ""2"": 212359, ""4"": 419578, ""7"": 1988945, ""9"": 5753836}",val-org-img/13429.jpg,val-label-img/13429_lab.png,13429,"[1, 2, 4, 7, 9]"
"{""0"": 3716734, ""1"": 2377867, ""4"": 729540, ""7"": 723715, ""9"": 4452144}",val-org-img/13432.jpg,val-label-img/13432_lab.png,13432,"[1, 4, 7, 9]"
"{""0"": 3007450, ""1"": 4360810, ""3"": 260042, ""7"": 365981, ""9"": 4005717}",val-org-img/13439.jpg,val-label-img/13439_lab.png,13439,"[1, 3, 7, 9]"
"{""0"": 8022781, ""2"": 1355659, ""3"": 75752, ""5"": 353713, ""6"": 69002, ""7"": 2123093}",val-org-img/13447.jpg,val-label-img/13447_lab.png,13447,"[2, 3, 5, 6, 7]"
"{""0"": 10060179, ""2"": 239379, ""5"": 1446411, ""7"": 254031}",val-org-img/13450.jpg,val-label-img/13450_lab.png,13450,"[2, 5, 7]"
"{""0"": 11909363, ""1"": 90637}",val-org-img/13452.jpg,val-label-img/13452_lab.png,13452,[1]
"{""0"": 8639966, ""1"": 3360034}",val-org-img/13456.jpg,val-label-img/13456_lab.png,13456,[1]
"{""0"": 1459161, ""1"": 10540839}",val-org-img/13464.jpg,val-label-img/13464_lab.png,13464,[1]
"{""0"": 2558008, ""1"": 9441992}",val-org-img/13465.jpg,val-label-img/13465_lab.png,13465,[1]
"{""0"": 7944764, ""1"": 4055236}",val-org-img/13469.jpg,val-label-img/13469_lab.png,13469,[1]
"{""0"": 5193694, ""2"": 592041, ""3"": 768488, ""4"": 479296, ""6"": 45277, ""7"": 1519482, ""9"": 3401722}",val-org-img/13497.jpg,val-label-img/13497_lab.png,13497,"[2, 3, 4, 6, 7, 9]"
"{""0"": 8249897, ""2"": 1234584, ""3"": 477652, ""7"": 1903690, ""8"": 134177}",val-org-img/13513.jpg,val-label-img/13513_lab.png,13513,"[2, 3, 7, 8]"
"{""0"": 4051798, ""3"": 1648461, ""4"": 353742, ""7"": 51038, ""9"": 5835127, ""10"": 59834}",val-org-img/13520.jpg,val-label-img/13520_lab.png,13520,"[3, 4, 7, 9, 10]"
"{""0"": 5622809, ""3"": 812496, ""4"": 245654, ""7"": 414171, ""8"": 666095, ""9"": 4238775}",val-org-img/13525.jpg,val-label-img/13525_lab.png,13525,"[3, 4, 7, 8, 9]"
"{""0"": 9930456, ""1"": 1881761, ""2"": 187783}",val-org-img/13563.jpg,val-label-img/13563_lab.png,13563,"[1, 2]"
"{""0"": 10354941, ""1"": 830937, ""2"": 814122}",val-org-img/13564.jpg,val-label-img/13564_lab.png,13564,"[1, 2]"
"{""0"": 10722725, ""2"": 609358, ""3"": 667917}",val-org-img/13566.jpg,val-label-img/13566_lab.png,13566,"[2, 3]"
"{""0"": 2320443, ""1"": 1817127, ""3"": 666235, ""7"": 1273728, ""9"": 5861412, ""10"": 61055}",val-org-img/13629.jpg,val-label-img/13629_lab.png,13629,"[1, 3, 7, 9, 10]"
"{""0"": 6838736, ""2"": 175371, ""3"": 955370, ""4"": 269580, ""7"": 1094322, ""9"": 2666621}",val-org-img/13645.jpg,val-label-img/13645_lab.png,13645,"[2, 3, 4, 7, 9]"
"{""0"": 7599304, ""2"": 311509, ""3"": 1789212, ""6"": 189717, ""7"": 1286316, ""8"": 823942}",val-org-img/13655.jpg,val-label-img/13655_lab.png,13655,"[2, 3, 6, 7, 8]"
"{""0"": 8020621, ""3"": 3171777, ""4"": 519253, ""5"": 153206, ""10"": 135143}",val-org-img/13666.jpg,val-label-img/13666_lab.png,13666,"[3, 4, 5, 10]"
"{""0"": 11159875, ""1"": 840125}",val-org-img/13670.jpg,val-label-img/13670_lab.png,13670,[1]
"{""0"": 6369492, ""1"": 5630508}",val-org-img/13674.jpg,val-label-img/13674_lab.png,13674,[1]
"{""0"": 8711341, ""1"": 3225558, ""5"": 63101}",val-org-img/13682.jpg,val-label-img/13682_lab.png,13682,"[1, 5]"
"{""0"": 9816547, ""1"": 2159314, ""5"": 24139}",val-org-img/13683.jpg,val-label-img/13683_lab.png,13683,"[1, 5]"
"{""0"": 6592992, ""3"": 3561183, ""4"": 632565, ""5"": 325959, ""6"": 18530, ""7"": 167741, ""8"": 548132, ""10"": 152898}",val-org-img/13691.jpg,val-label-img/13691_lab.png,13691,"[3, 4, 5, 6, 7, 8, 10]"
"{""0"": 8455724, ""2"": 844775, ""3"": 1444714, ""6"": 28473, ""7"": 1226314}",val-org-img/13703.jpg,val-label-img/13703_lab.png,13703,"[2, 3, 6, 7]"
"{""0"": 6770667, ""3"": 1164369, ""7"": 938595, ""8"": 437599, ""9"": 2676526, ""10"": 12244}",val-org-img/13706.jpg,val-label-img/13706_lab.png,13706,"[3, 7, 8, 9, 10]"
"{""0"": 9041895, ""2"": 842927, ""6"": 16714, ""7"": 2098464}",val-org-img/13737.jpg,val-label-img/13737_lab.png,13737,"[2, 6, 7]"
"{""0"": 9367222, ""1"": 456141, ""2"": 637217, ""3"": 768931, ""4"": 236881, ""5"": 166651, ""7"": 265862, ""10"": 101095}",val-org-img/13743.jpg,val-label-img/13743_lab.png,13743,"[1, 2, 3, 4, 5, 7, 10]"
"{""0"": 4787911, ""1"": 998914, ""3"": 4925463, ""7"": 1287712}",val-org-img/13775.jpg,val-label-img/13775_lab.png,13775,"[1, 3, 7]"
"{""0"": 7775585, ""2"": 880336, ""3"": 448580, ""6"": 48410, ""7"": 1558050, ""9"": 1289039}",val-org-img/13812.jpg,val-label-img/13812_lab.png,13812,"[2, 3, 6, 7, 9]"
"{""0"": 10521961, ""2"": 377408, ""3"": 368115, ""4"": 53871, ""5"": 678645}",val-org-img/13868.jpg,val-label-img/13868_lab.png,13868,"[2, 3, 4, 5]"
"{""0"": 6931218, ""1"": 5068782}",val-org-img/13879.jpg,val-label-img/13879_lab.png,13879,[1]
"{""0"": 9670603, ""3"": 609108, ""6"": 56120, ""7"": 1664169}",val-org-img/13956.jpg,val-label-img/13956_lab.png,13956,"[3, 6, 7]"
"{""0"": 8587496, ""2"": 399669, ""3"": 427815, ""4"": 313768, ""5"": 265400, ""7"": 2005852}",val-org-img/13992.jpg,val-label-img/13992_lab.png,13992,"[2, 3, 4, 5, 7]"
"{""0"": 8934497, ""7"": 192736, ""9"": 2872767}",val-org-img/13999.jpg,val-label-img/13999_lab.png,13999,"[7, 9]"
"{""0"": 7943277, ""2"": 1812081, ""4"": 699752, ""7"": 1544890}",val-org-img/14027.jpg,val-label-img/14027_lab.png,14027,"[2, 4, 7]"
"{""0"": 7553399, ""2"": 402883, ""3"": 434610, ""4"": 362399, ""7"": 1236780, ""9"": 2009929}",val-org-img/14031.jpg,val-label-img/14031_lab.png,14031,"[2, 3, 4, 7, 9]"
"{""0"": 9180951, ""3"": 639660, ""6"": 164511, ""7"": 2014878}",val-org-img/14035.jpg,val-label-img/14035_lab.png,14035,"[3, 6, 7]"
"{""0"": 10025114, ""6"": 184865, ""7"": 1790021}",val-org-img/14037.jpg,val-label-img/14037_lab.png,14037,"[6, 7]"
"{""0"": 9795665, ""1"": 2204335}",val-org-img/14043.jpg,val-label-img/14043_lab.png,14043,[1]
"{""0"": 9794528, ""1"": 1385221, ""2"": 697775, ""6"": 17187, ""7"": 105289}",val-org-img/14061.jpg,val-label-img/14061_lab.png,14061,"[1, 2, 6, 7]"
"{""0"": 6145973, ""7"": 1341001, ""9"": 4513026}",val-org-img/14071.jpg,val-label-img/14071_lab.png,14071,"[7, 9]"
"{""0"": 9811205, ""1"": 235923, ""2"": 556516, ""6"": 453732, ""7"": 942624}",val-org-img/14078.jpg,val-label-img/14078_lab.png,14078,"[1, 2, 6, 7]"
"{""0"": 7331846, ""2"": 1265973, ""6"": 322084, ""7"": 1219926, ""9"": 1860171}",val-org-img/14092.jpg,val-label-img/14092_lab.png,14092,"[2, 6, 7, 9]"
"{""0"": 7537053, ""2"": 369063, ""6"": 172742, ""7"": 2002380, ""9"": 1918762}",val-org-img/14093.jpg,val-label-img/14093_lab.png,14093,"[2, 6, 7, 9]"
"{""0"": 9821394, ""2"": 123411, ""3"": 452277, ""7"": 1602918}",val-org-img/14105.jpg,val-label-img/14105_lab.png,14105,"[2, 3, 7]"
"{""0"": 9567712, ""2"": 211447, ""3"": 429371, ""7"": 1791470}",val-org-img/14106.jpg,val-label-img/14106_lab.png,14106,"[2, 3, 7]"
"{""0"": 8060104, ""2"": 2200877, ""3"": 83277, ""6"": 22870, ""7"": 1632872}",val-org-img/14109.jpg,val-label-img/14109_lab.png,14109,"[2, 3, 6, 7]"
"{""0"": 5487908, ""2"": 1287028, ""6"": 190641, ""7"": 1988128, ""9"": 3046295}",val-org-img/14173.jpg,val-label-img/14173_lab.png,14173,"[2, 6, 7, 9]"
"{""0"": 10459590, ""1"": 778358, ""3"": 433390, ""7"": 328662}",val-org-img/14208.jpg,val-label-img/14208_lab.png,14208,"[1, 3, 7]"
"{""0"": 9380474, ""1"": 2364787, ""2"": 143479, ""6"": 111260}",val-org-img/14213.jpg,val-label-img/14213_lab.png,14213,"[1, 2, 6]"
"{""0"": 5618227, ""1"": 6381773}",val-org-img/14225.jpg,val-label-img/14225_lab.png,14225,[1]
"{""0"": 9926316, ""5"": 1703266, ""7"": 370418}",val-org-img/14228.jpg,val-label-img/14228_lab.png,14228,"[5, 7]"
"{""0"": 11398939, ""1"": 442519, ""6"": 158542}",val-org-img/14237.jpg,val-label-img/14237_lab.png,14237,"[1, 6]"
"{""0"": 8267191, ""1"": 3598090, ""6"": 134719}",val-org-img/14238.jpg,val-label-img/14238_lab.png,14238,"[1, 6]"
"{""0"": 4846477, ""1"": 393449, ""2"": 2246908, ""3"": 232433, ""6"": 22117, ""7"": 2586390, ""9"": 1672226}",val-org-img/14248.jpg,val-label-img/14248_lab.png,14248,"[1, 2, 3, 6, 7, 9]"
"{""0"": 5282789, ""1"": 3616418, ""9"": 3100793}",val-org-img/14269.jpg,val-label-img/14269_lab.png,14269,"[1, 9]"
"{""0"": 5873463, ""2"": 728483, ""4"": 424244, ""6"": 66943, ""7"": 1377485, ""9"": 3529382}",val-org-img/14273.jpg,val-label-img/14273_lab.png,14273,"[2, 4, 6, 7, 9]"
"{""0"": 4325945, ""1"": 4607540, ""2"": 582182, ""6"": 20723, ""7"": 1464224, ""9"": 999386}",val-org-img/14292.jpg,val-label-img/14292_lab.png,14292,"[1, 2, 6, 7, 9]"
"{""0"": 2607704, ""2"": 1453451, ""7"": 1504470, ""9"": 6434375}",val-org-img/14297.jpg,val-label-img/14297_lab.png,14297,"[2, 7, 9]"
"{""0"": 9260121, ""2"": 436104, ""7"": 2303775}",val-org-img/14305.jpg,val-label-img/14305_lab.png,14305,"[2, 7]"
"{""0"": 8659643, ""2"": 1157639, ""7"": 2182718}",val-org-img/14306.jpg,val-label-img/14306_lab.png,14306,"[2, 7]"
"{""0"": 8154529, ""2"": 1706183, ""3"": 113547, ""6"": 34855, ""7"": 1990886}",val-org-img/14309.jpg,val-label-img/14309_lab.png,14309,"[2, 3, 6, 7]"
"{""0"": 7810527, ""2"": 2152598, ""6"": 34992, ""7"": 2001883}",val-org-img/14310.jpg,val-label-img/14310_lab.png,14310,"[2, 6, 7]"
"{""0"": 5391743, ""1"": 48165, ""2"": 1814271, ""3"": 39160, ""7"": 1589092, ""9"": 3117569}",val-org-img/14311.jpg,val-label-img/14311_lab.png,14311,"[1, 2, 3, 7, 9]"
"{""0"": 2108785, ""1"": 495473, ""2"": 542097, ""3"": 833048, ""7"": 1588104, ""9"": 6432493}",val-org-img/14313.jpg,val-label-img/14313_lab.png,14313,"[1, 2, 3, 7, 9]"
"{""0"": 3075598, ""1"": 660677, ""2"": 718539, ""3"": 979903, ""7"": 1573455, ""9"": 4991828}",val-org-img/14314.jpg,val-label-img/14314_lab.png,14314,"[1, 2, 3, 7, 9]"
"{""0"": 1486212, ""1"": 1399248, ""4"": 389145, ""7"": 1348963, ""9"": 7376432}",val-org-img/14318.jpg,val-label-img/14318_lab.png,14318,"[1, 4, 7, 9]"
"{""0"": 5859006, ""1"": 6140994}",val-org-img/14320.jpg,val-label-img/14320_lab.png,14320,[1]
"{""0"": 7822784, ""1"": 1360633, ""5"": 271953, ""9"": 2544630}",val-org-img/14325.jpg,val-label-img/14325_lab.png,14325,"[1, 5, 9]"
"{""0"": 11343352, ""9"": 656648}",val-org-img/14342.jpg,val-label-img/14342_lab.png,14342,[9]
"{""0"": 11439080, ""5"": 246803, ""9"": 314117}",val-org-img/14344.jpg,val-label-img/14344_lab.png,14344,"[5, 9]"
"{""0"": 3144881, ""3"": 680015, ""4"": 307723, ""6"": 46881, ""7"": 1248648, ""9"": 6902092}",val-org-img/14373.jpg,val-label-img/14373_lab.png,14373,"[3, 4, 6, 7, 9]"
"{""0"": 8034009, ""2"": 485620, ""3"": 589851, ""4"": 1515428, ""6"": 30927, ""7"": 1636640, ""10"": 37765}",val-org-img/14419.jpg,val-label-img/14419_lab.png,14419,"[2, 3, 4, 6, 7, 10]"
"{""0"": 10744144, ""1"": 1255856}",val-org-img/14428.jpg,val-label-img/14428_lab.png,14428,[1]
"{""0"": 8514249, ""3"": 1080367, ""6"": 95037, ""7"": 2310347}",val-org-img/14432.jpg,val-label-img/14432_lab.png,14432,"[3, 6, 7]"
"{""0"": 6460385, ""2"": 2320644, ""3"": 392158, ""6"": 119815, ""7"": 2076420, ""8"": 630578}",val-org-img/14540.jpg,val-label-img/14540_lab.png,14540,"[2, 3, 6, 7, 8]"
"{""0"": 9146791, ""2"": 1032229, ""3"": 664534, ""7"": 1156446}",val-org-img/14552.jpg,val-label-img/14552_lab.png,14552,"[2, 3, 7]"
"{""0"": 9260673, ""1"": 1540924, ""7"": 1198403}",val-org-img/14587.jpg,val-label-img/14587_lab.png,14587,"[1, 7]"
"{""0"": 9902596, ""2"": 523975, ""5"": 414230, ""6"": 134082, ""7"": 1025117}",val-org-img/14596.jpg,val-label-img/14596_lab.png,14596,"[2, 5, 6, 7]"
"{""0"": 8794592, ""4"": 116002, ""5"": 874025, ""6"": 103691, ""7"": 2111690}",val-org-img/14696.jpg,val-label-img/14696_lab.png,14696,"[4, 5, 6, 7]"
"{""9"": 12000000}",val-org-img/14705.jpg,val-label-img/14705_lab.png,14705,[9]
"{""0"": 967310, ""2"": 208637, ""6"": 22035, ""7"": 134565, ""9"": 10667453}",val-org-img/14716.jpg,val-label-img/14716_lab.png,14716,"[2, 6, 7, 9]"
"{""0"": 7917852, ""3"": 596574, ""5"": 1509901, ""7"": 1690367, ""9"": 285306}",val-org-img/14744.jpg,val-label-img/14744_lab.png,14744,"[3, 5, 7, 9]"
"{""0"": 6019078, ""1"": 157822, ""8"": 1112904, ""9"": 4710196}",val-org-img/14750.jpg,val-label-img/14750_lab.png,14750,"[1, 8, 9]"
"{""0"": 4329952, ""2"": 560831, ""6"": 238298, ""7"": 909063, ""9"": 5961856}",val-org-img/14758.jpg,val-label-img/14758_lab.png,14758,"[2, 6, 7, 9]"
"{""0"": 4121517, ""1"": 591270, ""2"": 580648, ""4"": 666715, ""6"": 108861, ""7"": 755535, ""9"": 5175454}",val-org-img/14761.jpg,val-label-img/14761_lab.png,14761,"[1, 2, 4, 6, 7, 9]"
"{""0"": 2406870, ""1"": 745614, ""4"": 698815, ""7"": 280332, ""9"": 7868369}",val-org-img/14763.jpg,val-label-img/14763_lab.png,14763,"[1, 4, 7, 9]"
"{""0"": 1388975, ""1"": 8866, ""4"": 573678, ""7"": 303817, ""9"": 9724664}",val-org-img/14768.jpg,val-label-img/14768_lab.png,14768,"[1, 4, 7, 9]"
